time,MINA,SNX,CELO,GAS,GMT,POLYX,PEOPLE,REQ,YGG,ILV,BNT
2024-04-17,0.0002988857,0.00014431520000000002,,,,,,,,,
2024-04-18,0.00030000000000000003,0.0001823099,,,,,,,,,
2024-04-19,0.0002695303,0.0001799785,,,,,,,,,
2024-04-20,0.0002639656,0.00030000000000000003,,,,,,,,,
2024-04-21,0.0002975028,0.0002679593,,,,,,,,,
2024-04-22,0.0001962037,0.0007353538000000001,,,,,,,,,
2024-04-23,0.0002978569,0.0009016121,,,,,,,,,
2024-04-24,0.0001350441,0.0002948908,,,,,,,,,
2024-04-25,0.00030000000000000003,0.0002672961,,,,,,,,,
2024-04-26,0.0002989536,0.00030000000000000003,,,,,,,,,
2024-04-27,0.0002929985,0.00030000000000000003,,,,,,,,,
2024-04-28,0.00030000000000000003,0.00030000000000000003,,,,,,,,,
2024-04-29,0.00029114930000000003,0.000291829,,,,,,,,,
2024-04-30,0.0002561112,0.0002900023,,,,,,,,,
2024-05-01,0.00021558120000000002,0.0001047503,,,,,,,,,
2024-05-02,0.00027223380000000004,0.0002832956,,,,,,,,,
2024-05-03,0.00022267590000000001,0.00030000000000000003,,,,,,,,,
2024-05-04,0.00027398580000000003,0.00030000000000000003,,,,,,,,,
2024-05-05,0.00030000000000000003,0.000258343,,,,,,,,,
2024-05-06,0.00030000000000000003,0.0002190421,,,,,,,,,
2024-05-07,0.0002707221,0.0001794597,,,,,,,,,
2024-05-08,0.00018294720000000002,0.00030000000000000003,,,,,,,,,
2024-05-09,0.00023653940000000002,0.00030000000000000003,,,,,,,,,
2024-05-10,0.0002818047,0.00030000000000000003,,,,,,,,,
2024-05-11,0.0002623371,0.00030000000000000003,,,,,,,,,
2024-05-12,0.00030000000000000003,0.00030000000000000003,,,,,,,,,
2024-05-13,0.00030000000000000003,0.0002713446,,,,,,,,,
2024-05-14,0.00030000000000000003,9.31851e-05,,,,,,,,,
2024-05-15,0.00030000000000000003,-3.415419999999999e-05,,,,,,,,,
2024-05-16,0.00030000000000000003,0.00030000000000000003,,,,,,,,,
2024-05-17,0.00030000000000000003,0.00030000000000000003,,,,,,,,,
2024-05-18,0.00030000000000000003,0.00030000000000000003,,,,,,,,,
2024-05-19,0.00030000000000000003,0.00030000000000000003,,,,,,,,,
2024-05-20,0.00030000000000000003,0.00030000000000000003,,,,,,,,,
2024-05-21,0.0010005913,0.00030000000000000003,,,,,,,,,
2024-05-22,0.0003304938,0.00030000000000000003,,,,,,,,,
2024-05-23,0.0003222286,0.00030000000000000003,,,,,,,,,
2024-05-24,0.0022410619,0.00030972570000000003,,,,,,,,,
2024-05-25,0.0010991256,0.0004949893,,,,,,,,,
2024-05-26,0.0002677073,0.00030000000000000003,,,,,,,,,
2024-05-27,0.00030000000000000003,0.0006781156,,,,,,,,,
2024-05-28,0.00030000000000000003,0.00034854840000000004,,,,,,,,,
2024-05-29,0.00030000000000000003,0.0003955111,,,,,,,,,
