symbol,circulating_supply,price_usd,market_cap_usd
GMX,10133123.60227389,15.451058048371467,156567480.99005687
BONE,229923350.6228802,0.3309572668776711,76094803.7135049
XRD,10741126566.45741,0.007926935879114907,85144221.56176557
OSMO,727104593.649117,0.24084156053066988,175117005.00347194
CPOOL,773095883.2031598,0.1599139214549284,123628794.3436786
ASTR,7657003076.0,0.030737034515460383,235353567.83199832
SQD,651950570.4980118,0.22417213988684112,146149154.4889862
SSV,12367025.86698233,9.214452104912287,113955367.53152002
MANTA,412922411.65214574,0.28659849035212787,118342939.81206486
WMTX,702774077.0,0.18630363125723062,130929362.4985486
GFI,79261422.40020622,0.914840758106559,72511579.75720885
EUL,18213795.27795544,9.474846014424097,172572905.59687254
VVS,48338700278680.75,2.404298376103662e-06,116220658.58299376
PEAQ,782320780.9305776,0.14612724018864853,114318376.65961361
PEOPLE,5060137334.7,0.029922924050850938,151414105.15310338
RLB,2105848558.7252522,0.06854563345798094,144346723.42439857
HEART,7800000000.0,0.0127521791091702,99466997.05152756
KUB,68974776.0,1.696487921435873,117014874.36774494
ORBR,1015586750.0,0.11171239769935319,113453630.91419359
T,10128333798.695452,0.01759934727932366,178252063.88415265
GMT,2876514729.497751,0.060499296953977676,174027118.81237522
AITECH,1555987213.0,0.06452005258869559,100392376.81009789
H2O,825000000.0,0.09998424568097485,82487002.68680425
COW,419646187.11195797,0.37165295520693165,155962745.58148018
LUNA,709984438.91686,0.19964119396368063,141742141.0809958
POLYX,957574548.696862,0.16999620540050447,162784039.66656712
EURC,206386667.5464656,1.122626490644356,231695140.30347207
GEOD,317164483.62,0.21460728806266374,68065809.69948334
ZETA,828916667.0,0.2645792589052264,219314157.4490503
ETHW,107818999.04993,1.7481413640229087,188482852.06672934
lisUSD,64254458.34546609,0.997267338164395,64078872.63937796
RED,280000000.0,0.44196772486680347,123750962.96270497
ID,1002514534.4004356,0.21901458075229058,219565300.4497892
DLC,890000000.0,0.14941816661754276,132982168.28961305
MPLX,755813146.0,0.18976929700145853,143430129.38088074
VENOM,988919270.0,0.11232534639930761,111080699.56370041
MYTH,852317336.17,0.12233198042949806,104265667.68807036
OAS,4161003541.667779,0.01518372182821658,63179520.30290755
ACX,438151625.7306157,0.23878485892772366,104623974.13903785
AL,691631301.4500962,0.11496425638459407,79512878.26351933
HONEY,4323407790.98518,0.02911234505635447,125864539.4304918
CHEEL,56819265.07264315,5.112874981720988,290509798.8696903
BLUR,2334938854.880137,0.11267849656708347,263097399.7439613
0x0,868563455.0,0.09616048006895063,83521478.80314639
GHO,264791334.63539687,0.9981821886623187,264309993.94517687
PRIME,35773841.0,3.8958510299046822,139369555.30349636
CGPT,822871481.0,0.12299082010424596,101205638.28858545
STIK,118640296.2886058,1.0980241885997624,130269915.06753178
AGI,1347130047.519466,0.06924558960922628,93282814.42079043
FUEL,4837527022.204907,0.012546613262114087,60694580.69263136
ZK,3675000000.0,0.06859910802815476,252101722.00346875
LGCT,106139448.5,1.9845379347816832,210637761.92505682
EDU,410715985.0,0.15811586458024016,64940713.06519995
ORDI,21000000.0,11.153841833234022,234230678.49791446
CETUS,724340351.1423368,0.19663990658968647,142434218.9877698
BITCOIN,999798155.0,0.08014886314664911,80132685.49936728
SNEK,74504809120.0,0.003552695981476508,264692935.9612983
NTRN,587814377.407146,0.14375463356927715,84501040.43091705
SCR,190000000.0,0.38233695301074033,72644021.07204066
PAAL,886908818.7813588,0.15199783921210988,134808224.03293127
OSAK,750869738630302.0,1.494054238787753e-07,112184011.57780549
ARKM,225100000.0,0.677466420663185,152497691.29128292
TOSHI,408069300000.0,0.0006551872962748535,267361821.3597721
NPC,7411217810.566984,0.01604503299975223,118913234.33889873
BANANA,3982397.74788956,21.685870374010065,86361761.33848262
SATS,2100000000000000.0,5.813966000745364e-08,122093286.01565264
BIGTIME,1891761058.6541064,0.07616512472004533,144086216.972915
MEME,45564840337.44534,0.0024837776794329022,113172933.39707069
BLAST,28661347937.690258,0.0033689910571164257,96559824.88698079
COQ,69420000000000.0,8.651574526991778e-07,60059230.36637692
AIAT,146389462.2952275,0.5214578768811742,76335938.20624603
AI,330333332.33,0.18686129727606893,61726515.0127106
DYM,289392810.0,0.3973591725983836,114992887.53752123
XAI,1431954532.601862,0.08286734869658713,118662275.57077694
ALT,3273550799.850709,0.036755191767095116,120319987.40784042
SAROS,1166156202.0,0.15448854215187507,180157771.56834754
PONKE,555544226.0,0.1704770408839304,94707535.72863346
QUBIC,118714824133125.0,1.3587890981409137e-06,161308408.8198061
PIXEL,2893732401.66,0.05352910774217167,154898913.50547132
NMD,10247500.0,8.146493115214096,83481188.19815645
USDB,80300973.12931015,1.004960675902522,80699320.23166178
AEVO,903184799.7187029,0.13029806229092478,117683229.29396397
ZRC,1491598748.0,0.04794378021661128,71512882.54548456
IO,159708255.82,1.0041035900524462,160363633.02987647
BOME,68929780999.30531,0.0026287439461970376,181198744.51461142
ANDY,1000000000000.0,8.07183494968787e-05,80718349.4968787
DSYNC,974947710.1310906,0.16154627863874998,157499174.4390484
SHFL,287875183.6987026,0.225750613575229,64987999.35306387
APU,337892157626.5295,0.0002262899699664905,76461606.20122004
GIGA,9302411888.0,0.023114890697377766,215024234.01310754
DEGEN,14179608879.0,0.00577262774900028,81853603.68488616
STRAX,1964183909.3786798,0.05402431937851148,106113698.83840704
OMNI,34468488.35655884,2.838400354116762,97835369.55712609
SAGA,245826230.0,0.35888855223311217,88224219.78562404
TNSR,381293147.60908,0.16494110547878085,62890913.27812562
ALE,342222222.2222222,0.5452930358727531,186611394.4986755
ZBCN,76965689307.87608,0.0016224390216849835,124872137.66398087
BB,523993150.6849315,0.15334510446721908,80351784.43188809
DOGINME,67619338048.36427,0.0009058411045528831,61252375.86686508
ZENT,7884910233.509713,0.01039909806117913,81995954.72186235
KMNO,1455479461.5,0.06270170546667608,91261044.50776932
DEUSD,181118204.58044568,0.9995618054696866,181038839.57385835
SKI,989397047.0,0.08888729820412196,87944830.35896666
GAME,17542570036.0,0.003789836270212453,66483468.19517498
DRIFT,301240583.763279,0.6163133425106491,185658591.07900566
TAIKO,103232196.89224969,0.7293595766185276,75293391.4187317
MOCA,2676888888.2,0.09898623732823887,264975158.7886907
COOKIE,514077135.0,0.16259827601727853,83588055.89090176
GCB,1201844746.3741875,0.07116352390678023,85527507.3408377
G,9380640000.0,0.015670916212067915,147003223.45557278
ALEO,363590964.245977,0.2268829690051767,82492597.47158231
HMSTR,64375000000.0,0.0023529832182304115,151473294.67358273
ME,148985606.592062,1.0361752667365545,154375200.6504372
BABY,2370707693.0,0.08621264894984727,204384990.0993113
UXLINK,408956731.0,0.4542450935096991,185766588.51451588
AVAIL,2059795731.0,0.0354559071182853,73031926.12097657
USDL,130635113.99545172,1.0000080074470254,130636160.0492067
NEIRO,1000000000.0,0.08692530824893575,86925308.24893576
NEIRO,420684644372.87866,0.0005839059888631063,245640283.27206993
DOGS,516750000000.0,0.0002055279931998997,106206590.48604818
SUNDOG,997420606.0,0.07347686482791231,73287339.04363638
CAT,7296710405043.223,1.0235123753349642e-05,74682733.98797138
AIC,749999700.0,0.13564565855454028,101734203.22220764
MOODENG,989971791.17,0.22439422218434757,222143950.0640375
X,690000000000.0,8.965282331397859e-05,61860448.08664522
SOS,999999999.0,0.19130647574462104,191306475.55331457
INIT,148750000.0,1.160322791795759,172598015.27961916
WCT,186200000.0,0.5561523336146148,103555564.51904127
FWOG,975635328.0,0.08524081794615024,83163953.37588057
CARV,276168722.44,0.3846939026907657,106240423.63656645
GOAT,999993297.451787,0.17832067370667118,178319478.50375828
ACT,948245013.937475,0.06699520432836822,63527868.46209751
USDG,274253831.436974,0.999191932709682,274032215.88654536
SYRUP,1060881756.4319882,0.2958953850384957,313910015.7997588
WONUS,95904889.566726,0.6752692071017602,64761618.73490494
BAN,999961859.0,0.0607451646239683,60742847.74264438
USUAL,876165336.1166373,0.14453966873081192,126640647.43571924
PIN,88206631.4,0.8284022689637619,73070573.58941022
XMW,823702984.0,0.08879715243486119,73142479.43129803
AIXBT,924256820.3841392,0.18939962173375657,175053892.16560054
AVA,999994070.0,0.068381092856365,68380687.35648435
CHILLGUY,999953833.600935,0.100520967191689,100516326.50060323
LOFI,1000000000.0,0.06512645756470103,65126457.564701036
SUPRA,13808983758.303925,0.0066950699201925815,92452111.78864852
FAI,8189700000.0,0.025235527124450225,206671396.49111
RLUSD,313042486.84,0.999546234745217,312900439.0362011
VANA,30084000.0,6.080098956404133,182913697.00446194
USDTb,70433629.0,0.9999497284344029,70430088.19119948
GRIFFAIN,999881120.0,0.11539996603871192,115386247.29074924
BIO,1437213099.6,0.07973900840773882,114601947.43271676
ALCH,850000000.0,0.1534047058753275,130393999.99402837
ARC,999998319.0,0.07645810652639147,76457978.0003144
ANON,13359519.054133,7.329945091436166,97924541.11479011
ANIME,5538604656.0,0.020373670970031683,112841708.89442952
